strategy,chunk_id,parent_document_id,file_name,doc_type,page_number,char_count,word_count,text_preview
medium_recursive,doc_00021_chunk_001,doc_00021,NIST.CSWP.29.pdf,pdf,19.0,318,56,"The CSF Core, Informative References, and Implementation Examples are available on the CSF 2.0 website a nd through the CSF 2.0 Reference Tool, which allows users to explore t hem and export them in h"
medium_recursive,doc_00021_chunk_002,doc_00021,NIST.CSWP.29.pdf,pdf,19.0,764,94,"Function Category Category Identifier Govern (GV) Organizational Context GV.OC Risk Management Strategy GV.RM Roles, Responsibilities, and Authorities GV.RR Policy GV.PO Oversight GV.OV Cybersecurity "
medium_recursive,doc_00021_chunk_003,doc_00021,NIST.CSWP.29.pdf,pdf,19.0,115,14,Incident Mitigation RS.MI Recover (RC) Incident Recovery Plan Execution RC.RP Incident Recovery Communication RC.CO
medium_recursive,doc_00022_chunk_000,doc_00022,NIST.CSWP.29.pdf,pdf,20.0,73,12,"NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024"
medium_recursive,doc_00022_chunk_001,doc_00022,NIST.CSWP.29.pdf,pdf,20.0,734,87,"16 GOVERN (GV): The organization’s cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored • Organizational Context (GV.OC): The circumstances — m"
medium_recursive,doc_00022_chunk_002,doc_00022,NIST.CSWP.29.pdf,pdf,20.0,753,96,"o GV.OC-03: Legal, regulatory, and contractual requirements regarding cybersecurity — including privacy and civil liberties obligations — are understood and managed o GV.OC-04: Critical objectives, ca"
medium_recursive,doc_00022_chunk_003,doc_00022,NIST.CSWP.29.pdf,pdf,20.0,735,93,"o GV.RM-01: Risk management objectives are established and agreed to by organizational stakeholders o GV.RM-02: Risk appetite and risk tolerance statements are established, communicated, and maintaine"
medium_recursive,doc_00022_chunk_004,doc_00022,NIST.CSWP.29.pdf,pdf,20.0,207,24,"prioritizing cybersecurity risks is established and communicated o GV.RM-07: Strategic opportunities (i.e., positive risks) are characterized and are included in organizational cybersecurity risk disc"
medium_recursive,doc_00023_chunk_000,doc_00023,NIST.CSWP.29.pdf,pdf,21.0,73,12,"NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024"
medium_recursive,doc_00023_chunk_001,doc_00023,NIST.CSWP.29.pdf,pdf,21.0,739,88,"17 • Roles, Responsibilities, and Authorities (GV.RR): Cybersecurity roles, responsibilities, and authorities to foster accountability, performance assessment, and continuous improvement are establish"
medium_recursive,doc_00023_chunk_002,doc_00023,NIST.CSWP.29.pdf,pdf,21.0,744,93,"strategy, roles, responsibilities, and policies o GV.RR-04: Cybersecurity is included in human resources practices • Policy (GV.PO): Organizational cybersecurity policy is established, communicated, a"
medium_recursive,doc_00023_chunk_003,doc_00023,NIST.CSWP.29.pdf,pdf,21.0,739,96,"and performance are used to inform, improve, and adjust the risk management strategy o GV.OV-01: Cybersecurity risk management strategy outcomes are reviewed to inform and adjust strategy and directio"
medium_recursive,doc_00023_chunk_004,doc_00023,NIST.CSWP.29.pdf,pdf,21.0,591,72,"organizational stakeholders o GV.SC-01: A cybersecurity supply chain risk management program, strategy, objectives, policies, and processes are established and agreed to by organizational stakeholders"
medium_recursive,doc_00024_chunk_000,doc_00024,NIST.CSWP.29.pdf,pdf,22.0,73,12,"NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024"
medium_recursive,doc_00024_chunk_001,doc_00024,NIST.CSWP.29.pdf,pdf,22.0,769,109,"18 o GV.SC-05: Requirements to address cybersecurity risks in supply chains are established, prioritized, and integrated into contracts and other types of agreements with suppliers and other relevant "
medium_recursive,doc_00024_chunk_002,doc_00024,NIST.CSWP.29.pdf,pdf,22.0,409,55,"response, and recovery activities o GV.SC-09: Supply chain security practices are integrated into cybersecurity and enterprise risk management programs, and their performance is monitored throughout t"
medium_recursive,doc_00024_chunk_003,doc_00024,NIST.CSWP.29.pdf,pdf,22.0,773,100,"IDENTIFY (ID): The organization’s current cybersecurity risks are understood • Asset Management (ID.AM): Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the "
medium_recursive,doc_00024_chunk_004,doc_00024,NIST.CSWP.29.pdf,pdf,22.0,593,84,"o ID.AM-04: Inventories of services provided by suppliers are maintained o ID.AM-05: Assets are prioritized based on classification, criticality, resources, and impact on the mission o ID.AM-07: Inven"
medium_recursive,doc_00025_chunk_000,doc_00025,NIST.CSWP.29.pdf,pdf,23.0,73,12,"NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024"
medium_recursive,doc_00025_chunk_001,doc_00025,NIST.CSWP.29.pdf,pdf,23.0,729,97,19 o ID.RA-02: Cyber threat intelligence is received from information sharing forums and sources o ID.RA-03: Internal and external threats to the organization are identified and recorded o ID.RA-04: P
medium_recursive,doc_00025_chunk_002,doc_00025,NIST.CSWP.29.pdf,pdf,23.0,773,103,"tracked o ID.RA-08: Processes for receiving, analyzing, and responding to vulnerability disclosures are established o ID.RA-09: The authenticity and integrity of hardware and software are assessed pri"
medium_recursive,doc_00025_chunk_003,doc_00025,NIST.CSWP.29.pdf,pdf,23.0,252,31,"o ID.IM-03: Improvements are identified from execution of operational processes, procedures, and activities o ID.IM-04: Incident response plans and other cybersecurity plans that affect operations are"
medium_recursive,doc_00025_chunk_004,doc_00025,NIST.CSWP.29.pdf,pdf,23.0,656,91,"PROTECT (PR): Safeguards to manage the organization’s cybersecurity risks are used • Identity Management, Authentication, and Access Control (PR.AA): Access to physical and logical assets is limited t"
medium_recursive,doc_00026_chunk_000,doc_00026,NIST.CSWP.29.pdf,pdf,24.0,73,12,"NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024"
medium_recursive,doc_00026_chunk_001,doc_00026,NIST.CSWP.29.pdf,pdf,24.0,733,107,"20 o PR.AA-05: Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties"
medium_recursive,doc_00026_chunk_002,doc_00026,NIST.CSWP.29.pdf,pdf,24.0,798,110,o PR.AT-02: Individuals in specialized roles are provided with awareness and training so that they possess the knowledge and skills to perform relevant tasks with cybersecurity risks in mind • D ata S
medium_recursive,doc_00026_chunk_003,doc_00026,NIST.CSWP.29.pdf,pdf,24.0,761,101,"• P latform Security (PR.PS): The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization’s ri"
medium_recursive,doc_00026_chunk_004,doc_00026,NIST.CSWP.29.pdf,pdf,24.0,459,59,"o PR.PS-06: Secure software development practices are integrated, and their performance is monitored throughout the software development life cycle • T echnology Infrastructure Resilience (PR.IR): Sec"
medium_recursive,doc_00027_chunk_000,doc_00027,NIST.CSWP.29.pdf,pdf,25.0,350,48,"NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024  21 o PR.IR-02: The organization’s technology assets are protected from environmental threats o PR.IR-03: Mechanisms are imple"
medium_recursive,doc_00027_chunk_001,doc_00027,NIST.CSWP.29.pdf,pdf,25.0,737,101,"DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed • Continuous Monitoring (DE.CM): Assets are monitored to find anomalies, indicators of compromise, and other potentia"
medium_recursive,doc_00027_chunk_002,doc_00027,NIST.CSWP.29.pdf,pdf,25.0,743,106,"are monitored to find potentially adverse events • A dverse Event Analysis (DE.AE): Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events an"
medium_recursive,doc_00028_chunk_000,doc_00028,NIST.CSWP.29.pdf,pdf,26.0,73,12,"NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024"
medium_recursive,doc_00028_chunk_001,doc_00028,NIST.CSWP.29.pdf,pdf,26.0,786,116,22 RESPOND (RS): Actions regarding a detected cybersecurity incident are taken • Incident Management (RS.MA): Responses to detected cybersecurity incidents are managed o RS.MA-01: The incident respons
medium_recursive,doc_00028_chunk_002,doc_00028,NIST.CSWP.29.pdf,pdf,26.0,779,113,"and the root cause of the incident o RS.AN-06: Actions performed during an investigation are recorded, and the records’ integrity and provenance are preserved o RS.AN-07: Incident data and metadata ar"
medium_recursive,doc_00028_chunk_003,doc_00028,NIST.CSWP.29.pdf,pdf,26.0,189,30,• Inc ident Mitigation (RS.MI): Activities are performed to prevent expansion of an event and mitigate its effects o RS. MI -01: Incidents are contained o RS.MI-02: Incidents are eradicated
medium_recursive,doc_00028_chunk_004,doc_00028,NIST.CSWP.29.pdf,pdf,26.0,386,53,RECOVER (RC): Assets and operations affected by a cybersecurity incident are restored • Incident Recovery Plan Execution (RC.RP): Restoration activities are performed to ensure operational availabilit
medium_recursive,doc_00029_chunk_000,doc_00029,NIST.CSWP.29.pdf,pdf,27.0,73,12,"NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024"
medium_recursive,doc_00029_chunk_001,doc_00029,NIST.CSWP.29.pdf,pdf,27.0,787,110,"23 o RC.RP-02: Recovery actions are selected, scoped, prioritized, and performed o RC.RP-03: The integrity of backups and other restoration assets is verified before using them for restoration o RC.RP"
medium_recursive,doc_00029_chunk_002,doc_00029,NIST.CSWP.29.pdf,pdf,27.0,276,38,internal and external parties o R C.CO -03: Recovery activities and progress in restoring operational capabilities are communicated to designated internal and external stakeholders o RC.CO-04: Public 
medium_recursive,doc_00030_chunk_000,doc_00030,NIST.CSWP.29.pdf,pdf,28.0,73,12,"NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024"
medium_recursive,doc_00030_chunk_001,doc_00030,NIST.CSWP.29.pdf,pdf,28.0,783,110,24 Appendix B. CSF Tiers Table 2 contains a notional illustration of the CSF Tiers discussed in Sec. 3. The Tiers characterize the rigor of an organization’s cybersecurity risk governance practices (G
medium_recursive,doc_00030_chunk_002,doc_00030,NIST.CSWP.29.pdf,pdf,28.0,379,51,"organizational level. The organization implements cybersecurity risk management on an irregular, case-by-case basis. The organization may not have processes that enable cybersecurity information to be"
medium_recursive,doc_00030_chunk_003,doc_00030,NIST.CSWP.29.pdf,pdf,28.0,772,105,Tier 2: Risk Informed Risk management practices are approved by management but may not be established as organization- wide policy. The prioritization of cybersecurity activities and protection needs 
medium_recursive,doc_00030_chunk_004,doc_00030,NIST.CSWP.29.pdf,pdf,28.0,326,49,typically repeatable or reoccurring. Cybersecurity information is shared within the organization on an informal basis. The organization is aware of the cybersecurity risks associated with its supplier
medium_recursive,doc_00030_chunk_005,doc_00030,NIST.CSWP.29.pdf,pdf,28.0,784,98,"Tier 3: Repeatable The organization’s risk management practices are formally approved and expressed as policy. Risk-informed policies, processes, and procedures are defined, implemented as intended, a"
medium_recursive,doc_00030_chunk_006,doc_00030,NIST.CSWP.29.pdf,pdf,28.0,360,43,skills to perform their appointed roles and responsibilities. The organization consistently and accurately monitors the cybersecurity risks of assets. Senior cybersecurity and non-cybersecurity execut
medium_recursive,doc_00031_chunk_000,doc_00031,NIST.CSWP.29.pdf,pdf,29.0,73,12,"NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024"
medium_recursive,doc_00031_chunk_001,doc_00031,NIST.CSWP.29.pdf,pdf,29.0,764,99,25 Tier Cybersecurity Risk Governance Cybersecurity Risk Management The organization risk strategy is informed by the cybersecurity risks associated with its suppliers and the products and services it
medium_recursive,doc_00031_chunk_002,doc_00031,NIST.CSWP.29.pdf,pdf,29.0,776,103,"processes, and procedures to address potential cybersecurity events. The relationship between cybersecurity risks and organizational objectives is clearly understood and considered when making decisio"
medium_recursive,doc_00031_chunk_003,doc_00031,NIST.CSWP.29.pdf,pdf,29.0,762,98,activities and continuous awareness of activities on organizational systems and networks. The organization can quickly and efficiently account for changes to business/mission objectives in how risk is
medium_recursive,doc_00031_chunk_004,doc_00031,NIST.CSWP.29.pdf,pdf,29.0,317,43,The organization uses real-time or near real-time information to understand and consistently act upon the cybersecurity risks associated with its suppliers and the products and services it acquires an
medium_recursive,doc_00032_chunk_000,doc_00032,NIST.CSWP.29.pdf,pdf,30.0,73,12,"NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024"
medium_recursive,doc_00032_chunk_001,doc_00032,NIST.CSWP.29.pdf,pdf,30.0,721,110,26 Appendix C. Glossary CSF Category A group of related cybersecurity outcomes that collectively comprise a CSF Function. CSF Community Profile A baseline of CSF outcomes that is created and published
medium_recursive,doc_00032_chunk_002,doc_00032,NIST.CSWP.29.pdf,pdf,30.0,798,115,"components are a hierarchy of Functions, Categories, and Subcategories that detail each outcome. CSF Current Profile A part of an Organizational Profile that specifies the Core outcomes that an organi"
medium_recursive,doc_00032_chunk_003,doc_00032,NIST.CSWP.29.pdf,pdf,30.0,756,105,"regulation, or other content. CSF Organizational Profile A mechanism for describing an organization’s current and/or target cybersecurity posture in terms of the CSF Core’s outcomes. CSF Quick Start G"
medium_recursive,doc_00032_chunk_004,doc_00032,NIST.CSWP.29.pdf,pdf,30.0,225,34,"CSF Tier A characterization of the rigor of an organization’s cybersecurity risk governance and management practices. There are four Tiers: Partial (Tier 1), Risk Informed (Tier 2), Repeatable (Tier 3"
medium_recursive,doc_00033_chunk_000,doc_00033,NIST.CSWP.29.pdf,pdf,31.0,73,12,"NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024"
medium_recursive,doc_00033_chunk_001,doc_00033,NIST.CSWP.29.pdf,pdf,31.0,798,113,"27 Certain commercial equipment, instruments, software, or materials, commercial or non -commercial, are identified in this paper in order to specify the experimental procedure adequately. Such identi"
medium_recursive,doc_00033_chunk_002,doc_00033,NIST.CSWP.29.pdf,pdf,31.0,192,21,"Institute of Standards and Technology, Gaithersburg, MD), NIST Cybersecurity White Paper (CSWP) NIST CSWP 29. https://doi.org/10.6028/NIST.CSWP.29 C ontact Information c yberframework@nist.gov"
medium_recursive,doc_00033_chunk_003,doc_00033,NIST.CSWP.29.pdf,pdf,31.0,262,36,"National Institute of Standards and Technology Attn: Applied Cybersecurity Division, Information Technology Laboratory 100 Bureau Drive (Mail Stop 2000) Gaithersburg, MD 20899-2000 A ll comments are s"
medium_recursive,doc_00034_chunk_000,doc_00034,nist.sp.800-61r2.pdf,pdf,0.0,262,36,"Date updated: April 3, 2025 Withdrawn NIST Technical Series Publication  Warning Notice  The attached publication has been withdrawn (archived), and is provided solely for historical purposes. It may "
medium_recursive,doc_00034_chunk_001,doc_00034,nist.sp.800-61r2.pdf,pdf,0.0,760,98,"Withdrawn Publication Series/Number NIST Special Publication (SP) 800-61 Revision 2 Title Computer Security Incident Handling Guide Publication Date(s) August 2012 Withdrawal Date April 3, 2025 Withdr"
medium_recursive,doc_00034_chunk_002,doc_00034,nist.sp.800-61r2.pdf,pdf,0.0,202,19,URL/DOI https://doi.org/10.6028/NIST.SP.800-61r3 Additional Information (if applicable) Contact Computer Security Division (Information Technology Laboratory) Latest revision of the attached publicati
medium_recursive,doc_00034_chunk_003,doc_00034,nist.sp.800-61r2.pdf,pdf,0.0,143,7,Related Information https://csrc.nist.gov/pubs/sp/800/61/r3/final https://csrc.nist.gov/projects/incident-response Withdrawal Announcement Link
medium_recursive,doc_00035_chunk_000,doc_00035,nist.sp.800-61r2.pdf,pdf,1.0,246,30,Computer Security Incident Handling Guide Recommendations of the National Institute of Standards and T echnology Paul Cichonski T om Millar Tim Grance Karen Scarfone Special Publication 800-61 Revisio
medium_recursive,doc_00036_chunk_000,doc_00036,nist.sp.800-61r2.pdf,pdf,2.0,704,98,NIST Special Publication 800-61 Revision 2  Computer Security Incident Handling Guide  Recommendations of the National Institute of Standards and Technology  Paul Cichonski Computer Security Division 
medium_recursive,doc_00036_chunk_001,doc_00036,nist.sp.800-61r2.pdf,pdf,2.0,244,45,"C O M P U T E R S E C U R I T Y August 2012  U.S. Department of Commerce Rebecca Blank, Acting Secretary  National Institute of Standards and Technology Patrick D. Gallagher, Under Secretary of Commer"
medium_recursive,doc_00037_chunk_000,doc_00037,nist.sp.800-61r2.pdf,pdf,3.0,84,11,COMPUTER SECURITY INCIDENT HANDLING GUIDE ii  Reports on Computer Systems Technology
medium_recursive,doc_00037_chunk_001,doc_00037,nist.sp.800-61r2.pdf,pdf,3.0,712,90,The Information Technology Laboratory (ITL) at the National Institute of Standards and Technology (NIST) promotes the U.S. economy and public welfare by providing technical leadership for the Nation’s
medium_recursive,doc_00037_chunk_002,doc_00037,nist.sp.800-61r2.pdf,pdf,3.0,284,33,"national security-related information in Federal information systems. The Special Publication 800-series reports on ITL’s research, guidelines, and outreach efforts in information system security, and"
medium_recursive,doc_00038_chunk_000,doc_00038,nist.sp.800-61r2.pdf,pdf,4.0,756,102,COMPUTER SECURITY INCIDENT HANDLING GUIDE iii Authority This publication has been developed by NIST to further its statutory responsibilities under the Federal Information Security Management Act (FIS
medium_recursive,doc_00038_chunk_001,doc_00038,nist.sp.800-61r2.pdf,pdf,4.0,771,113,"(OMB) Circular A-130, Section 8b(3), Securing Agency Information Systems, as analyzed in Circular A- 130, Appendix IV: Analysis of Key Sections. Supplemental information is provided in Circular A-130,"
medium_recursive,doc_00038_chunk_002,doc_00038,nist.sp.800-61r2.pdf,pdf,4.0,156,23,"nongovernmental organizations on a voluntary basis and is not subject to copyright in the United States. Attribution would, however, be appreciated by NIST."
medium_recursive,doc_00038_chunk_003,doc_00038,nist.sp.800-61r2.pdf,pdf,4.0,407,56,"National Institute of Standards and Technology Special Publication 800-61 Revision 2 Natl. Inst. Stand. Technol. Spec. Publ. 800-61 Revision 2, 79 pages (Aug. 2012) CODEN: NSPUE2  Comments on this pub"
medium_recursive,doc_00038_chunk_004,doc_00038,nist.sp.800-61r2.pdf,pdf,4.0,792,112,"Certain commercial entities, equipment, or materials may be identified in this document in order to describe an experimental procedure or concept adequately. Such identification is not intended to imp"
medium_recursive,doc_00038_chunk_005,doc_00038,nist.sp.800-61r2.pdf,pdf,4.0,506,68,"publications. Thus, until each publication is completed, current requirements, guideline s, and procedures, where they exist, remain operative. For planning and transition purposes, Federal agencies m"
medium_recursive,doc_00039_chunk_000,doc_00039,nist.sp.800-61r2.pdf,pdf,5.0,789,93,COMPUTER SECURITY INCIDENT HANDLING GUIDE iv Abstract Computer security incident response has become an important component of information technology (IT) programs. Because performing incident respons
medium_recursive,doc_00039_chunk_001,doc_00039,nist.sp.800-61r2.pdf,pdf,5.0,95,10,Keywords computer security incident; incident handling; incident response; information security
medium_recursive,doc_00040_chunk_000,doc_00040,nist.sp.800-61r2.pdf,pdf,6.0,744,109,"COMPUTER SECURITY INCIDENT HANDLING GUIDE v Acknowledgments The authors, Paul Cichonski of the National Institute of Standards and Technology (NIST), Tom Millar of the United States Computer Emergency"
medium_recursive,doc_00040_chunk_001,doc_00040,nist.sp.800-61r2.pdf,pdf,6.0,772,107,"Physics Laboratory. A special acknowledgment goes to Brent Logan of US-CERT for his graphics assistance. The authors would also like to thank security experts Simon Burson, Anton Chuvakin (Gartner), F"
medium_recursive,doc_00040_chunk_002,doc_00040,nist.sp.800-61r2.pdf,pdf,6.0,785,118,Federal Aviation Administration for their particularly valuable comments and suggestions. The authors would also like to acknowledge the individuals that contributed to the previous versions of the pu
medium_recursive,doc_00040_chunk_003,doc_00040,nist.sp.800-61r2.pdf,pdf,6.0,795,114,"Ritchey, and Marc Stevens of Booz Allen Hamilton for their keen and insightful assistance throughout the development of the document, as well as Ron Banerjee and Gene Schultz for their work on a preli"
medium_recursive,doc_00040_chunk_004,doc_00040,nist.sp.800-61r2.pdf,pdf,6.0,413,55,"(MITRE), Marc Rogers (CERIAS, Purdue University), Steve Romig (Ohio State University), Robin Ruefle (CERT®/CC), Gene Schultz (Lawrence Berkeley National Laboratory), Michael Smith (US- CERT), Holt Sor"
medium_recursive,doc_00041_chunk_000,doc_00041,nist.sp.800-61r2.pdf,pdf,7.0,736,46,COMPUTER SECURITY INCIDENT HANDLING GUIDE vi Table of Contents Executive Summary ................................ ................................ ................................ ................. 1 
medium_recursive,doc_00041_chunk_001,doc_00041,nist.sp.800-61r2.pdf,pdf,7.0,702,54,1.4 Document Structure ................................ ................................ ................................ .. 4 2. Organizing a Computer Security Incident Response Capability ..........
medium_recursive,doc_00041_chunk_002,doc_00041,nist.sp.800-61r2.pdf,pdf,7.0,694,45,2.3.1 Policy Elements................................ ................................ ............................. 7 2.3.2 Plan Elements ................................ ............................
medium_recursive,doc_00041_chunk_003,doc_00041,nist.sp.800-61r2.pdf,pdf,7.0,687,42,2.4.1 Team Models ................................ ................................ ............................... 13 2.4.2 Team Model Selection................................ ......................
medium_recursive,doc_00041_chunk_004,doc_00041,nist.sp.800-61r2.pdf,pdf,7.0,739,44,3. Handling an Incident ................................ ................................ ................................ .......21 3.1 Preparation ................................ ..................
medium_recursive,doc_00041_chunk_005,doc_00041,nist.sp.800-61r2.pdf,pdf,7.0,694,40,3.2.2 Signs of an Incident ................................ ................................ ......................26 3.2.3 Sources of Precursors and Indicators ................................ ......
medium_recursive,doc_00041_chunk_006,doc_00041,nist.sp.800-61r2.pdf,pdf,7.0,797,52,"3.2.7 Incident Notification ................................ ................................ ......................33 3.3 Containment, Eradication, and Recovery................................ ......"
medium_recursive,doc_00041_chunk_007,doc_00041,nist.sp.800-61r2.pdf,pdf,7.0,710,43,3.4.1 Lessons Learned ................................ ................................ ..........................38 3.4.2 Using Collected Incident Data ................................ ..............
medium_recursive,doc_00042_chunk_000,doc_00042,nist.sp.800-61r2.pdf,pdf,8.0,743,48,COMPUTER SECURITY INCIDENT HANDLING GUIDE vii 4.1 Coordination ................................ ................................ ................................ ............ 45 4.1.1 Coordination Rel
medium_recursive,doc_00042_chunk_001,doc_00042,nist.sp.800-61r2.pdf,pdf,8.0,703,40,4.2.2 Partially Automated ................................ ................................ ......................48 4.2.3 Security Considerations ................................ ....................
medium_recursive,doc_00042_chunk_002,doc_00042,nist.sp.800-61r2.pdf,pdf,8.0,758,51,List of Appendices Appendix A— Incident Handling Scenarios ................................ ................................ ..........52 A.1 Scenario Questions ................................ ......
medium_recursive,doc_00042_chunk_003,doc_00042,nist.sp.800-61r2.pdf,pdf,8.0,755,45,B.2 Incident Handler Data Elements ................................ ................................ .............. 59 Appendix C— Glossary ................................ ...........................
medium_recursive,doc_00042_chunk_004,doc_00042,nist.sp.800-61r2.pdf,pdf,8.0,129,8,Appendix H— Change Log ................................ ................................ ................................ .....69
medium_recursive,doc_00042_chunk_005,doc_00042,nist.sp.800-61r2.pdf,pdf,8.0,719,61,List of Figures Figure 2-1. Communications with Outside Parties ................................ ................................ .....10 Figure 3-1. Incident Response Life Cycle .....................
medium_recursive,doc_00043_chunk_000,doc_00043,nist.sp.800-61r2.pdf,pdf,9.0,46,6,COMPUTER SECURITY INCIDENT HANDLING GUIDE viii
medium_recursive,doc_00043_chunk_001,doc_00043,nist.sp.800-61r2.pdf,pdf,9.0,770,52,List of Tables Table 3-1. Common Sources of Precursors and Indicators ................................ .......................27 Table 3-2. Functional Impact Categories ...............................
medium_recursive,doc_00044_chunk_000,doc_00044,nist.sp.800-61r2.pdf,pdf,10.0,790,106,COMPUTER SECURITY INCIDENT HANDLING GUIDE 1 Executive Summary Computer security incident response has become an important component of information technology (IT) programs. Cybersecurity-related attac
medium_recursive,doc_00044_chunk_001,doc_00044,nist.sp.800-61r2.pdf,pdf,10.0,726,93,"To that end, this publication provides guidelines for incident handling, particularly for analyzing incident- related data and determining the appropriate response to each incident. The guidelines can"
medium_recursive,doc_00044_chunk_002,doc_00044,nist.sp.800-61r2.pdf,pdf,10.0,720,95,"implementing effective methods of collecting, analyzing, and reporting data. It is also vital to build relationships and establish suitable means of communication with other internal groups (e.g., hum"
medium_recursive,doc_00044_chunk_003,doc_00044,nist.sp.800-61r2.pdf,pdf,10.0,763,100,"and identifying modern attacks in their early stages is key to preventing subsequent compromises, and proactively sharing information among organizations regarding the signs of these attacks is an inc"
medium_recursive,doc_00044_chunk_004,doc_00044,nist.sp.800-61r2.pdf,pdf,10.0,718,98,The Federal Information Security Management Act (FISMA) requires Federal agencies to establish incident response capabilities. Each Federal civilian agency must designate a primary and secondary point
medium_recursive,doc_00044_chunk_005,doc_00044,nist.sp.800-61r2.pdf,pdf,10.0,311,44," Selecting a team structure and staffing model  Establishing relationships and lines of communication between the incident response team and other groups, both internal (e.g., legal department) and "
medium_recursive,doc_00045_chunk_000,doc_00045,nist.sp.800-61r2.pdf,pdf,11.0,736,105,"COMPUTER SECURITY INCIDENT HANDLING GUIDE 2  Staffing and training the incident response team. Organizations should reduce the frequency of incidents by effectively securing networks, systems, and ap"
medium_recursive,doc_00045_chunk_001,doc_00045,nist.sp.800-61r2.pdf,pdf,11.0,783,102,longer periods of service and data unavailability. Incident handling can be performed more effectively if organizations complement their incident response capability with adequate resources to activel
medium_recursive,doc_00045_chunk_002,doc_00045,nist.sp.800-61r2.pdf,pdf,11.0,755,107,"incident response teams, law enforcement, the media, vendors, and victim organizations. Because these communications often need to occur quickly, organizations should predetermine communication guidel"
medium_recursive,doc_00045_chunk_003,doc_00045,nist.sp.800-61r2.pdf,pdf,11.0,778,115,"categories are not intended to provide definitive classification for incidents, but rather to be used as a basis for defining more specific handling procedures. Different types of incidents merit diff"
medium_recursive,doc_00045_chunk_004,doc_00045,nist.sp.800-61r2.pdf,pdf,11.0,271,49,"policies by an authorized user, excluding the above categories.  Loss or Theft of Equipment: The loss or theft of a computing device or media used by the organization, such as a laptop or smartphone."
medium_recursive,doc_00046_chunk_000,doc_00046,nist.sp.800-61r2.pdf,pdf,12.0,769,115,"COMPUTER SECURITY INCIDENT HANDLING GUIDE 3 Organizations should emphasize the importance of incident detection and analysis throughout the organization. In an organization, millions of possible signs"
medium_recursive,doc_00046_chunk_001,doc_00046,nist.sp.800-61r2.pdf,pdf,12.0,702,98,adequate information is collected by logs and security software and that the data is reviewed regularly. Organizations should create written guidelines for prioritizing incidents. Prioritizing the han
medium_recursive,doc_00046_chunk_002,doc_00046,nist.sp.800-61r2.pdf,pdf,12.0,784,113,"functions), the information impact of the incident (e.g., effect on the confidentiality, integrity, and availability of the organization’s information), and the recoverability from the incident (e.g.,"
medium_recursive,doc_00046_chunk_003,doc_00046,nist.sp.800-61r2.pdf,pdf,12.0,387,57,as time and resources permit. The information accumulated from all lessons learned meetings should be used to identify and correct systemic weaknesses and deficiencies in policies and procedures. Foll
medium_recursive,doc_00047_chunk_000,doc_00047,nist.sp.800-61r2.pdf,pdf,13.0,790,108,COMPUTER SECURITY INCIDENT HANDLING GUIDE 4 1. Introduction 1.1 Authority The National Institute of Standards and Technology (NIST) developed this document in furtherance of its statutory responsibili
medium_recursive,doc_00047_chunk_001,doc_00047,nist.sp.800-61r2.pdf,pdf,13.0,720,109,"Information Systems,” as analyzed in A-130, Appendix IV: Analysis of Key Sections. Supplemental information is provided in A-130, Appendix III. This guideline has been prepared for use by Federal agen"
medium_recursive,doc_00047_chunk_002,doc_00047,nist.sp.800-61r2.pdf,pdf,13.0,696,96,"Director of the OMB, or any other Federal official. 1.2 Purpose and Scope This publication seeks to assist organizations in mitigating the risks from computer security incidents by providing practical"
medium_recursive,doc_00047_chunk_003,doc_00047,nist.sp.800-61r2.pdf,pdf,13.0,789,108,"1.3 Audience This document has been created for computer security incident response teams (CSIRTs), system and network administrators, security staff, technical support staff, chief information securi"
medium_recursive,doc_00047_chunk_004,doc_00047,nist.sp.800-61r2.pdf,pdf,13.0,270,37,"handling.  Section 3 reviews the basic incident handling steps and provides advice for performing incident handling more effectively, particularly incident detection and analysis.  Section 4 examine"
medium_recursive,doc_00048_chunk_000,doc_00048,nist.sp.800-61r2.pdf,pdf,14.0,680,103,COMPUTER SECURITY INCIDENT HANDLING GUIDE 5  Appendix A contains incident response scenarios and questions for use in incident response tabletop discussions.  Appendix B provides lists of suggested 
